"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2246","Add multiple products to cart and remove one","chromium","Wed Oct 08 14:49:12 UTC 2025","passed","Wed Oct 08 14:49:14 UTC 2025","Shopping cart functionality","e2e/shopping.spec.js","",""
"","4918","Complete checkout process with generated user data","firefox","Wed Oct 08 14:49:14 UTC 2025","passed","Wed Oct 08 14:49:19 UTC 2025","Checkout flow","e2e/checkout.spec.js","",""
"","442","should delete a pet and validate status code","api","Wed Oct 08 14:49:18 UTC 2025","passed","Wed Oct 08 14:49:18 UTC 2025","DELETE Pet Test","api/deletePet.spec.js","",""
"","459","should create and read pet data from response","api","Wed Oct 08 14:49:18 UTC 2025","passed","Wed Oct 08 14:49:18 UTC 2025","READ Pet Test","api/getPet.spec.js","",""
"","464","should create a pet and validate status code and model","api","Wed Oct 08 14:49:18 UTC 2025","passed","Wed Oct 08 14:49:18 UTC 2025","CREATE Pet Test","api/createPet.spec.js","",""
"","121","should update a pet and validate status code and model","api","Wed Oct 08 14:49:18 UTC 2025","passed","Wed Oct 08 14:49:18 UTC 2025","UPDATE Pet Test","api/updatePet.spec.js","",""
"","2227","Successful login and logout","chromium","Wed Oct 08 14:49:12 UTC 2025","passed","Wed Oct 08 14:49:14 UTC 2025","Login and logout functionality","e2e/login.spec.js","",""
"","4794","Add multiple products to cart and remove one","firefox","Wed Oct 08 14:49:14 UTC 2025","passed","Wed Oct 08 14:49:18 UTC 2025","Shopping cart functionality","e2e/shopping.spec.js","",""
"","4684","Successful login and logout","firefox","Wed Oct 08 14:49:14 UTC 2025","passed","Wed Oct 08 14:49:18 UTC 2025","Login and logout functionality","e2e/login.spec.js","",""
"","11552","Complete checkout process with generated user data","webkit","Wed Oct 08 14:49:27 UTC 2025","passed","Wed Oct 08 14:49:38 UTC 2025","Checkout flow","e2e/checkout.spec.js","",""
"","11203","Add multiple products to cart and remove one","webkit","Wed Oct 08 14:49:26 UTC 2025","passed","Wed Oct 08 14:49:38 UTC 2025","Shopping cart functionality","e2e/shopping.spec.js","",""
"","10511","Successful login and logout","webkit","Wed Oct 08 14:49:26 UTC 2025","passed","Wed Oct 08 14:49:37 UTC 2025","Login and logout functionality","e2e/login.spec.js","",""
"","2441","Complete checkout process with generated user data","chromium","Wed Oct 08 14:49:12 UTC 2025","passed","Wed Oct 08 14:49:14 UTC 2025","Checkout flow","e2e/checkout.spec.js","",""
