"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2660","Complete checkout process with generated user data","chromium","Sun Oct 26 14:31:11 UTC 2025","passed","Sun Oct 26 14:31:14 UTC 2025","Checkout flow","e2e/checkout.spec.js","",""
"","123","should create a pet and validate status code and model","api","Sun Oct 26 14:31:18 UTC 2025","passed","Sun Oct 26 14:31:18 UTC 2025","CREATE Pet Test","api/createPet.spec.js","",""
"","10136","Complete checkout process with generated user data","webkit","Sun Oct 26 14:30:38 UTC 2025","passed","Sun Oct 26 14:30:48 UTC 2025","Checkout flow","e2e/checkout.spec.js","",""
"","2472","Successful login and logout","chromium","Sun Oct 26 14:31:11 UTC 2025","passed","Sun Oct 26 14:31:14 UTC 2025","Login and logout functionality","e2e/login.spec.js","",""
"","5055","Complete checkout process with generated user data","firefox","Sun Oct 26 14:30:34 UTC 2025","passed","Sun Oct 26 14:30:39 UTC 2025","Checkout flow","e2e/checkout.spec.js","",""
"","2405","Add multiple products to cart and remove one","chromium","Sun Oct 26 14:31:11 UTC 2025","passed","Sun Oct 26 14:31:14 UTC 2025","Shopping cart functionality","e2e/shopping.spec.js","",""
"","130","should create and read pet data from response","api","Sun Oct 26 14:31:18 UTC 2025","passed","Sun Oct 26 14:31:18 UTC 2025","READ Pet Test","api/getPet.spec.js","",""
"","9627","Add multiple products to cart and remove one","webkit","Sun Oct 26 14:30:38 UTC 2025","passed","Sun Oct 26 14:30:48 UTC 2025","Shopping cart functionality","e2e/shopping.spec.js","",""
"","9209","Successful login and logout","webkit","Sun Oct 26 14:30:38 UTC 2025","passed","Sun Oct 26 14:30:47 UTC 2025","Login and logout functionality","e2e/login.spec.js","",""
"","192","should delete a pet and validate status code","api","Sun Oct 26 14:31:18 UTC 2025","passed","Sun Oct 26 14:31:18 UTC 2025","DELETE Pet Test","api/deletePet.spec.js","",""
"","4579","Successful login and logout","firefox","Sun Oct 26 14:30:34 UTC 2025","passed","Sun Oct 26 14:30:38 UTC 2025","Login and logout functionality","e2e/login.spec.js","",""
"","4616","Add multiple products to cart and remove one","firefox","Sun Oct 26 14:30:34 UTC 2025","passed","Sun Oct 26 14:30:38 UTC 2025","Shopping cart functionality","e2e/shopping.spec.js","",""
"","36","should update a pet and validate status code and model","api","Sun Oct 26 14:31:18 UTC 2025","passed","Sun Oct 26 14:31:18 UTC 2025","UPDATE Pet Test","api/updatePet.spec.js","",""
