"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2186","Complete checkout process with generated user data","chromium","Wed Oct 08 13:36:32 UTC 2025","passed","Wed Oct 08 13:36:34 UTC 2025","Checkout flow","e2e/checkout.spec.js","",""
"","187","should create and read pet data from response","api","Wed Oct 08 13:36:37 UTC 2025","passed","Wed Oct 08 13:36:37 UTC 2025","READ Pet Test","api/getPet.spec.js","",""
"","256","should delete a pet and validate status code","api","Wed Oct 08 13:36:37 UTC 2025","passed","Wed Oct 08 13:36:37 UTC 2025","DELETE Pet Test","api/deletePet.spec.js","",""
"","9857","Successful login and logout","webkit","Wed Oct 08 13:36:36 UTC 2025","passed","Wed Oct 08 13:36:46 UTC 2025","Login and logout functionality","e2e/login.spec.js","",""
"","5587","Add multiple products to cart and remove one","firefox","Wed Oct 08 13:36:27 UTC 2025","passed","Wed Oct 08 13:36:32 UTC 2025","Shopping cart functionality","e2e/shopping.spec.js","",""
"","10532","Add multiple products to cart and remove one","webkit","Wed Oct 08 13:36:36 UTC 2025","passed","Wed Oct 08 13:36:47 UTC 2025","Shopping cart functionality","e2e/shopping.spec.js","",""
"","11043","Complete checkout process with generated user data","webkit","Wed Oct 08 13:36:36 UTC 2025","passed","Wed Oct 08 13:36:47 UTC 2025","Checkout flow","e2e/checkout.spec.js","",""
"","2126","Successful login and logout","chromium","Wed Oct 08 13:36:32 UTC 2025","passed","Wed Oct 08 13:36:34 UTC 2025","Login and logout functionality","e2e/login.spec.js","",""
"","293","should create a pet and validate status code and model","api","Wed Oct 08 13:36:37 UTC 2025","passed","Wed Oct 08 13:36:37 UTC 2025","CREATE Pet Test","api/createPet.spec.js","",""
"","2153","Add multiple products to cart and remove one","chromium","Wed Oct 08 13:36:32 UTC 2025","passed","Wed Oct 08 13:36:34 UTC 2025","Shopping cart functionality","e2e/shopping.spec.js","",""
"","32","should update a pet and validate status code and model","api","Wed Oct 08 13:36:37 UTC 2025","passed","Wed Oct 08 13:36:37 UTC 2025","UPDATE Pet Test","api/updatePet.spec.js","",""
"","5620","Successful login and logout","firefox","Wed Oct 08 13:36:27 UTC 2025","passed","Wed Oct 08 13:36:32 UTC 2025","Login and logout functionality","e2e/login.spec.js","",""
"","6059","Complete checkout process with generated user data","firefox","Wed Oct 08 13:36:27 UTC 2025","passed","Wed Oct 08 13:36:33 UTC 2025","Checkout flow","e2e/checkout.spec.js","",""
